user_address,total_positions,current_balance,rank_1d_place,rank_1d_amount,smart_score,total_pnl,traded_usd_volume_last_30d_sum,active_bets_amount,finished_bets_amount,finished_bets_pnl,best_trade_roi_proc,best_trade_roi_amount,worst_trade_roi_proc,worst_trade_roi_amount,win_rate,effective_count,num_markets,trader_type_bagholder,trader_type_contrarian,trader_type_lottery_ticket,trader_type_new,trader_type_novice,trader_type_reverse_cramer,trader_type_senior,trader_type_trend_follower,trader_type_veteran,trader_type_waiting_for_the_money,trader_type_whale_splash,trader_bets_0_0,trader_bets_0_1,trader_bets_0_2,trader_bets_0_3,trader_bets_0_4,trader_bets_0_5,trader_bets_0_6,trader_bets_0_7,trader_bets_0_8,trader_bets_0_9,most_traded_categories_politics,most_traded_categories_sport,most_traded_categories_music,most_traded_categories_crypto,most_traded_categories_mentions,most_traded_categories_weather,most_traded_categories_culture,most_traded_categories_other,smart_score_categories_politics,smart_score_categories_sport,smart_score_categories_music,smart_score_categories_crypto,smart_score_categories_mentions,smart_score_categories_weather,smart_score_categories_culture,smart_score_categories_other,win_rate_categories_politics,win_rate_categories_sport,win_rate_categories_music,win_rate_categories_crypto,win_rate_categories_mentions,win_rate_categories_weather,win_rate_categories_culture,win_rate_categories_other
0x03c8118da338a9dafb2bae9a4e89055203a30e01,419,1785.72,#307571,$10.7k,31.46,2530.89,7883.0,503.99,5658.24,2376.19,11000.0,110.0,-95.95,-73.4,0.3135802469135803,9.856666693196102,405,1,1,1,0,1,0,0,0,0,0,0,2019.49,2456.16,1450.11,684.77,1135.73,650.54,536.1,503.83,21.48,60.23,205,13,2,68,2,5,53,71,24.364882752734278,7.602687551447991,-1.3520497497407271,10.424651491628168,-6.346022974140734,19.594192901530477,7.988430219861772,16.449628187585915,0.33163265306122447,0.6153846153846154,0.0,0.09090909090909091,0.0,0.6,0.2,0.49295774647887325
0x03cff9637ab8696a9709cac976dc85c6c2ee49df,15,0.59,#471311,$15,32.74,0.2,0.0,0.0,0.19,0.2,1150.0,0.12,-100.0,-0.02,0.2666666666666666,3.3074985797776417,15,0,1,1,1,0,0,0,0,0,0,0,0.1,0.1,0.06,0.04,0,0,0,0,0.01,0.01,11.0,3.0,0,1.0,0,0,0,0,27.575963866212838,-2.0814934185757368,0,-0.01001001001001001,0,0,0,0,0.36363636363636365,0.0,0,0.0,0,0,0,0
0x03e23b14ebd1c86017118a22b942ed87fb5a63f0,43,1.02,#71533,$208,52.54,2150.16,1279.0,0.0,2090.38,2150.16,9900.0,10.75,-100.0,-102.29,0.4883720930232558,5.306850327316738,43,0,1,1,1,0,1,0,1,0,0,0,229.49,15.0,29.0,70.99,84.0,0,253.0,130.4,0,1395.42,2.0,0,0,41.0,0,0,0,0,-0.015325008867555494,0,0,51.6814612863203,0,0,0,0,0.5,0,0,0.4878048780487805,0,0,0,0
0x03f7ce5c21d6128f5d1ffc7e299648889c2de842,32,0.0,#138509,$283,33.37,43.76,0.0,0.0,48.0,43.76,351.45,38.66,-100.0,-2.0,0.65625,3.6599665986937966,32,0,1,0,1,0,0,0,0,0,0,0,2.0,6.0,13.0,6.0,4.0,4.0,3.0,1.0,3.0,5.0,30.0,0,0,0,0,0,1.0,1.0,34.075583599215975,0,0,0,0,0,-2.0481782552069214,3.333333333333333,0.6666666666666666,0,0,0,0,0,0.0,1.0
0x0403b45b0ced96b9dcb53bd8fe461c41a5a4bf35,31,1.41,#338359,$16,48.46,0.57,0.0,0.01,0.3,0.58,3604.06,0.72,-99.99,-0.02,0.1428571428571428,5.144986219175501,28,1,1,1,1,0,0,0,0,0,0,0,0.25,0.09,0.01,0.01,0.03,0,0,0.01,0,0,7.0,14.0,0,0,0,0,7.0,1.0,25.0454469234409,-0.15257888176097775,0,0,0,0,-0.07253175499558655,0,0.14285714285714285,0.21428571428571427,0,0,0,0,0.0,0
0x04dbe94fc549e2bfff09aec1cd9d02960adaf0fd,4709,49.78,#5814,$23.4k,99.0,5377.72,10066.0,46.67,4055.88,4957.75,49851.39,0.14,-100.0,-7.28,0.4413746630727763,10.0,4452,1,1,1,0,0,0,1,0,0,0,0,781.79,23.2,0,0,0,0,0,0,0,0,7.0,1.0,0,4538.0,0,0,0,163.0,13.103522527046515,0,0,99.0,0,0,0,62.78932672826322,0.6,0,0,0.4421100707924184,0,0,0,0.373134328358209
0x0530cf0555f5cf054416daa01ddeddbcb107fa3a,30,2.82,#347613,$6,52.31,1.1,0.0,0.0,0.33,1.1,6150.0,1.23,-99.99,-0.02,0.2666666666666666,5.284224432679938,30,0,1,1,1,0,0,0,0,0,0,0,0.15,0.04,0.03,0.02,0.01,0.04,0.01,0,0.01,0.02,19.0,5.0,0,4.0,0,0,1.0,1.0,-0.5244297906039246,21.00070424767469,0,-1.0340234795931627,0,0,-0.15225387859713718,-0.6156213773138642,0.3684210526315789,0.2,0,0.0,0,0,0.0,0.0
0x053e8fed4b0fc3bf3faa5188c405185236fb7ca9,11,0.0,#221393,$27,31.33,10.39,0.0,0.0,11.0,10.39,400.0,4.0,-100.0,-1.0,0.7272727272727273,3.3166247903524964,11,0,1,0,1,0,0,0,0,0,0,0,0,0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,0,10.0,1.0,0,0,0,0,0,0,20.20808932989111,9.9,0,0,0,0,0,0,0.7,1.0,0,0,0,0,0,0
0x0545eefa4ad75f38b055eae78970aac7d210ead3,20,0.82,#407903,$15,40.83,0.4,0.0,0.0,0.18,0.4,4900.0,0.49,-100.0,-0.01,0.1111111111111111,4.242640679279757,18,0,1,1,1,0,0,0,0,0,0,0,0.1,0.06,0.02,0.01,0,0.01,0,0,0,0.01,10.0,7.0,1.0,0,0,0,0,0,31.30654876438795,-5.161513947892617,9.9,0,0,0,0,0,0.1,0.0,1.0,0,0,0,0,0
0x0572d94a329b4c17212a00eda43c7f3f7a58a4de,36,2.4,#364926,$6,55.32,0.82,0.0,0.0,0.44,0.82,8233.33,0.82,-100.0,-0.03,0.3611111111111111,5.587961154677747,36,0,1,1,1,0,0,0,0,0,0,0,0.08,0.1,0.08,0.04,0.02,0.05,0,0.01,0,0.05,16.0,13.0,1.0,4.0,0,0,0,2.0,-3.8776356222870922,32.40559631248066,-1.6277582496037843,19.799999999914785,0,0,0,-0.8871681325452037,0.4375,0.3076923076923077,0.0,0.5,0,0,0,0.0
0x05ab4cb0037176192c079ba5da804ebecf3003cb,88,159.66,#21231,$0,35.21,1016.16,3083.0,57.39,1598.97,1076.5,925.32,1138.11,-100.0,-56.0,0.4166666666666667,5.794604605332407,84,1,1,1,1,0,0,0,0,0,0,0,272.89,128.35,262.2,161.94,128.6,477.41,251.8,80.97,37.05,171.31,36.0,31.0,0,10.0,2.0,4.0,1.0,4.0,32.293194559684345,3.0811760875143257,0,-5.678076321690263,0.26504630398879175,-1.0246484859071472,0,-2.6805567388841443,0.38235294117647056,0.45161290322580644,0,0.4,0.5,0.25,0,0.6666666666666666
0x05d7287807fcd5ffeb17684230536b969654676f,285,125.91,#607676,$3.6k,94.69,15078.65,271.0,0.0,14301.63,15111.7,49900.0,2.0,-97.91,-596.89,0.5087719298245614,9.56500814684686,285,0,1,1,0,1,0,0,0,0,0,0,3607.88,4067.64,2974.13,1396.66,1243.33,487.29,109.8,100.32,100.32,522.44,72.0,200.0,0,3.0,0,7.0,1.0,2.0,4.307103230327955,89.11948612587568,0,1.9298357893881024,0,16.796172365708724,0.22105263157894736,-0.6016149518227895,0.3055555555555556,0.58,0,0.6666666666666666,0,0.42857142857142855,1.0,0.5
0x0660b97c76cc2164ac241cee75959e783fb01966,55,0.64,#169111,$0,69.85,232.04,0.0,0.0,59.34,231.45,11316.71,113.16,-100.0,-3.0,0.2727272727272727,7.055679611919223,55,1,1,1,1,0,0,0,0,0,0,0,44.0,9.0,5.0,2.0,2.0,0,0,0,0,0,19.0,0,0,21.0,0,0,0,15.0,43.153099516754395,0,0,41.75571312623504,0,0,0,-0.5870149107426057,0.15789473684210525,0,0,0.5238095238095238,0,0,0,0.06666666666666667
0x06bc515ac38fe6d9e3ddb3bef18d61d6635d2887,165,50.72,#312690,$550,62.59,1814.37,1672.0,24.73,2555.44,1851.25,5421.78,1084.33,-100.0,-100.0,0.1428571428571428,8.690150158032205,161,1,1,1,0,1,0,0,0,0,0,0,1425.16,478.39,432.02,442.33,21.22,13.79,0,0,0,0,83.0,15.0,0,26.0,0,0,29.0,12.0,65.14439829444544,-0.6455779692239917,0,-0.6417301270731307,0,0,-0.21257882946722872,15.565878767588215,0.18518518518518517,0.14285714285714285,0,0.11538461538461539,0,0,0.06896551724137931,0.09090909090909091
0x070260a480b3eb434e7b24854e0bc35f9fc360d3,16,248.02,#271723,$267,35.64,180.68,44.0,0.0,40.15,180.68,4066.67,215.53,-100.0,-4.95,0.0625,3.5998871904524896,16,0,1,1,1,0,0,0,0,0,0,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,9.0,0,2.0,1.0,4.0,0,0,0,-0.2852541039504011,0,-0.1279906276836726,-0.07049345417925479,16.70092150370355,0,0,0,0.0,0,0.0,0.0,0.25
0x07318f355fdaad9db941c7a0a5bf3078d8d931f8,28,0.97,#385557,$4,30.26,0.45,0.0,0.0,0.27,0.45,4900.0,0.49,-100.0,-0.01,0.1923076923076923,5.013785629847759,26,0,1,1,1,0,0,0,0,0,0,0,0.09,0.13,0.07,0.01,0.02,0,0,0,0,0,6.0,17.0,0,2.0,0,0,0,1.0,24.2499484137822,9.895757080230831,0,-3.057759053779665,0,0,0,-6.948549288923615,0.16666666666666666,0.23529411764705882,0,0.0,0,0,0,0.0
0x07d87eac261cf0d01c2816f942192207786cde4b,35,1.61,#426513,$4,31.03,0.24,0.0,0.0,0.42,0.24,1049.52,0.1,-100.0,-0.03,0.4571428571428571,5.422558308556815,35,0,1,1,1,0,0,0,0,0,0,0,0.06,0.14,0.05,0.06,0.01,0.02,0.02,0,0,0.06,17.0,11.0,1.0,5.0,0,0,1.0,0,2.466264639519748,31.214367794484993,-1.6277582496037843,-1.2602394631851666,0,0,0.9891075965502991,0,0.47058823529411764,0.5454545454545454,0.0,0.2,0,0,1.0,0
0x083e8364fcf2b6f97216e36bda33ae26bfcd01e5,23,1.02,#430240,$8,27.94,0.34,0.0,0.0,0.25,0.34,4900.0,0.49,-100.0,-0.02,0.1428571428571428,4.351948426959528,21,0,1,1,1,0,0,0,0,0,0,0,0.15,0.08,0.03,0.03,0.03,0.01,0,0.01,0.03,0.01,5.0,16.0,0,0,0,0,0,0,21.00100945010351,-0.9313866423763189,0,0,0,0,0,0,0.4,0.0625,0,0,0,0,0,0
0x08730443345e11c078c5b2597ce3c0f06af609e8,530,197.89,#277312,$53.5k,99.0,1505.44,2429.0,42.59,273.26,1430.91,90852.13,908.52,-100.0,-3.0,0.3605442176870748,10.0,441,0,1,1,0,1,0,0,0,0,0,0,467.64,0,0,0,0,0,0,0,0,0,213,38,16,114,2,9,51,87,78.67700507943867,-0.039144376291434094,-0.005855369179526083,74.79436802950899,-0.014156291915646596,5.816572605359576,-0.0034206995919915974,51.232406598032476,0.4909090909090909,0.06060606060606061,0.18181818181818182,0.23008849557522124,0.0,0.5,0.2978723404255319,0.4838709677419355
0x08f55d64e63e7a85a1385f4f966fbba04476fe7c,29,0.62,#399510,$38,49.82,0.4,0.0,0.0,0.33,0.4,4900.0,0.49,-100.0,-0.03,0.2068965517241379,5.032478988288892,29,0,1,1,1,0,0,0,0,0,0,0,0.19,0.1,0.05,0,0,0.01,0,0,0.01,0.03,15.0,14.0,0,0,0,0,0,0,34.948301936586,-0.08210493791409375,0,0,0,0,0,0,0.13333333333333333,0.2857142857142857,0,0,0,0,0,0
0x09ab40e017ceb4fa060b5ffc35e9752f09abd382,15,238.95,#261245,$249,34.41,168.29,55.0,0.0,52.91,168.29,3900.0,215.67,-100.0,-7.22,0.0666666666666666,3.475659449930137,15,0,1,1,1,0,0,0,0,0,0,0,55.4,0,0,0,0,0,0,0,0,0,1.0,0,0,9.0,0,3.0,0,2.0,-0.1419878296146045,0,0,-0.3153617183388155,0,-0.3254407974006338,0,13.643634160654553,0.0,0,0,0.0,0,0.0,0,0.5
0x09bef23e5d807fded728c01d7efd6382c14f74c5,28,244.18,#361519,$816,47.43,174.94,90.0,0.0,83.81,174.94,12400.0,256.68,-100.0,-7.26,0.0357142857142857,4.790818361865286,28,0,1,1,1,0,0,0,0,0,0,0,89.57,0,0,0,0,0,0,0,0,0,1.0,1.0,0,21.0,0,4.0,0,1.0,-0.2880658436213992,-0.14409689641355455,0,40.88854380430746,0,-0.2303411292345349,0,-0.050251256281407045,0.0,0.0,0,0.047619047619047616,0,0.0,0,0.0
0x0a368f829c9336a74f993b530dc1cfc18464a74c,11,0.02,#446040,$1,32.83,0.13,0.0,0.0,0.11,0.13,900.0,0.09,-100.0,-0.01,0.3636363636363636,3.316624786939969,11,0,1,1,1,0,0,0,0,0,0,0,0.01,0.04,0.04,0.02,0,0,0,0,0,0,1.0,9.0,0,1.0,0,0,0,0,-5.337046943633286,29.699999965858556,0,-3.6982548423330868,0,0,0,0,0.0,0.4444444444444444,0,0.0,0,0,0,0
0x0a50bd3ac6797f6b36eb80d8d1da77acb271ea06,68,0.04,#81621,$4.0k,33.29,138.53,0.0,0.0,200.2,138.53,567.17,113.83,-100.0,-12.0,0.6176470588235294,4.810809218524594,68,0,1,1,1,0,1,0,0,0,0,0,38.13,22.07,27.0,4.82,2.55,30.45,27.93,34.52,10.32,2.41,2.0,57.0,0,9.0,0,0,0,0,-0.01414422119949366,6.64466673798664,0,27.61042756153385,0,0,0,0,0.0,0.6842105263157895,0,0.3333333333333333,0,0,0,0
0x0b0ca613060e1fb3feac0b79b8a6fadc5dd2f1b9,35,24.84,#456033,$0,33.69,3886.74,0.0,0.0,5522.1,3886.74,203.03,335.0,-100.0,-308.0,0.6285714285714286,4.786031967907602,35,0,1,0,1,0,1,0,0,0,0,0,0,25.5,17.6,1792.0,500.0,1007.0,1115.0,616.0,449.0,0,0,35.0,0,0,0,0,0,0,0,33.68660287093016,0,0,0,0,0,0,0,0.6285714285714286,0,0,0,0,0,0
0x0b9e1089c6da32e6fcf79e6e47e075c7b649374e,34,1.86,#407436,$14,45.33,0.37,0.0,0.0,0.43,0.37,3348.6,0.33,-100.0,-0.03,0.3823529411764705,5.3334040861395495,34,0,1,1,1,0,0,0,0,0,0,0,0.1,0.09,0.07,0.04,0.01,0.04,0.02,0,0,0.05,20.0,6.0,0,3.0,0,1.0,2.0,2.0,0.36289124540985096,21.780103153057674,0,4.269083848692522,0,-0.2249151627312518,-0.0077937790526023225,-0.9204035259685729,0.45,0.3333333333333333,0,0.3333333333333333,0,0.0,0.5,0.0
0x0dfef487f0eb31a7fbf0e0e8f995251030e66eda,99,10056.07,#285875,$0,37.59,11222.08,16649.0,1975.67,4607.47,11228.38,2695.16,11021.58,-87.08,-97.97,0.6559139784946236,3.7974510291771377,93,1,1,1,1,0,0,0,0,0,0,0,195.84,33.75,58.53,30.78,204.9,31.94,255.71,607.02,332.93,1885.95,26.0,7.0,0,64.0,0,0,0,2.0,29.937728209091404,2.2217257269066355,0,2.8602443673633173,0,0,0,0,0.7272727272727273,0.8571428571428571,0,0.609375,0,0,0,0
0x0e0d553ab5e5f2bcc3c84e027defb3ec241441d2,13,245.41,#276007,$283,33.3,177.83,47.0,0.0,42.17,177.83,4066.67,214.72,-100.0,-5.15,0.0769230769230769,3.3638625659323864,13,0,1,1,1,0,0,0,0,0,0,0,46.81,0,0,0,0,0,0,0,0,0,0,1.0,0,8.0,0,2.0,0,2.0,0,-0.04211663717631747,0,-0.30024246081501943,0,-0.22872657491031984,0,11.992648513328303,0,0.0,0,0.0,0,0.0,0,0.5
0x0ea3c67fd1a04a47067c154fb3e2b878f70fa5cc,28,0.17,#435194,$37,34.88,0.19,0.0,0.0,0.29,0.19,1011.21,0.1,-100.0,-0.02,0.2857142857142857,5.208530863092563,28,0,1,1,1,0,0,0,0,0,0,0,0.14,0.09,0.05,0.03,0,0.02,0,0,0.03,0.02,10.0,11.0,0,4.0,0,0,2.0,1.0,3.51566553654596,32.834585409779855,0,19.799999999995098,0,0,-0.019193716545062574,-3.12311847288895,0.1,0.2727272727272727,0,1.0,0,0,0.0,0.0
0x0ecf2ae4a5bdfb021aeba535fed63e00f149cfc6,19,19.59,#43487,$6.6k,33.42,528.99,0.0,0.0,261.84,528.99,2573.25,605.65,-100.0,-40.97,0.3157894736842105,3.3757384159963637,19,0,1,1,1,0,0,0,0,0,0,0,84.3,27.7,63.48,29.47,37.36,52.89,0,0,0,5.85,11.0,1.0,0,5.0,0,0,1.0,1.0,27.992851573291453,-2.987012987012987,0,-2.3018677558614966,0,0,-0.5263157894736842,-2.081632653061224,0.5454545454545454,0.0,0,0.0,0,0,0.0,0.0
0x0ed8dd7d8247074f0931d348bae0f1f941a2f819,23,2.16,#405906,$3,45.18,0.38,0.0,0.0,0.27,0.38,5163.67,0.52,-99.99,-0.02,0.2608695652173913,4.563829910634157,23,0,1,1,1,0,0,0,0,0,0,0,0.06,0.12,0.01,0.01,0.01,0.02,0,0,0,0.04,7.0,7.0,1.0,3.0,0,0,2.0,3.0,-6.361977121262711,25.04538105610723,-1.6277582496037843,-3.920631235832906,0,0,-1.413396823515212,-0.8308716337421528,0.2857142857142857,0.42857142857142855,0.0,0.0,0,0,0.5,0.0
0x0ef326632e5d6f56608ac59e311a592ddb8d04aa,36,1.5,#189763,$10,29.6,1.3,0.0,0.0,0.41,1.3,4662.53,1.4,-100.0,-0.03,0.1764705882352941,5.337783309963824,34,0,1,1,1,0,0,0,0,0,0,0,0.32,0.14,0.08,0.03,0,0.02,0.02,0,0.02,0.06,17.0,14.0,0,3.0,0,0,0,0,36.30036275340121,22.078113914236155,0,-0.07708763483291234,0,0,0,0,0.058823529411764705,0.2857142857142857,0,0.3333333333333333,0,0,0,0
0x0f210f940d8dbe8b96c96c8c0b3d0a98f36cf7ee,280,64.67,#290551,$373,33.68,424.81,1682.0,483.18,1240.98,,4586.69,229.33,-100.0,-30.0,0.180722891566265,10.0,249,1,1,1,0,1,0,0,0,0,0,0,713.82,396.0,177.98,88.99,118.0,116.0,27.2,300.0,0,0,157.0,3.0,16.0,40.0,9.0,0,25.0,30.0,-0.18811346482467978,-0.43160290988507366,-0.17560596062327463,0.7727155943636792,0.003076674335433054,0,14.08747348289805,33.35908818065758,0.13768115942028986,0.0,0.0625,0.2564102564102564,0.2222222222222222,0,0.21052631578947367,0.34615384615384615
0x0f5801f1fe7dbadb5c1e92a310c9871447d90ff0,471,41882.82,#305464,$13.4k,96.79,213872.86,195219.0,2663.53,178216.98,163934.51,99900.0,3550.86,-100.0,-5100.0,0.5109170305676856,10.0,458,1,1,1,0,1,0,0,0,0,0,0,73767.74,56769.42,42220.51,13542.32,10420.39,23401.77,15675.73,15713.68,388.75,3188.79,134.0,75.0,5.0,205.0,0,1.0,15.0,36.0,2.4313799086409382,41.6659349543346,18.723421490129205,59.17909966162397,0,4.1496031746031745,-0.043439082567100315,4.399282556978125,0.453125,0.6666666666666666,0.6,0.46464646464646464,0,1.0,0.6666666666666666,0.5555555555555556
0x0f6e26ff7f1c2e9f2dde4fc5e6470562e76443a9,58,180.02,#1684,$1.3k,49.1,57.91,439.0,0.08,25.1,58.82,9900.0,19.8,-100.0,-1.0,0.0545454545454545,4.959610481707519,55,1,1,1,1,0,0,0,0,0,0,0,355.72,5.5,19.4,0,4.0,0,0,0,0,9.7,2.0,0,0,56.0,0,0,0,0,0,0,0,49.10014376890444,0,0,0,0,0,0,0,0.05454545454545454,0,0,0,0
0x0f967a4e48e2880779e7bf1d063a38d7ac142f61,387,71.49,#299189,$0,62.36,352.32,42.0,76.28,548.14,341.81,19253.59,385.01,-100.0,-13.21,0.5472779369627507,10.0,349,1,1,1,0,1,1,0,1,0,0,0,94.67,37.72,40.7,43.07,50.95,40.65,64.0,71.3,109.8,168.9,321.0,5.0,18.0,0,1.0,0,6.0,36.0,80.71898842573466,-1.4908814972534248,-0.48268100967576844,0,-0.01001001001001001,0,-3.6435571237794613,-0.2493388466962661,0.5704225352112676,0.2,0.3888888888888889,0,0.0,0,0.4,0.5277777777777778
0x0fbbe106325830962fb054dd18f177b8cdf04295,26,2.35,#375904,$4,48.53,0.68,0.0,0.0,0.29,0.68,6150.0,0.61,-100.0,-0.02,0.4230769230769231,4.901765386103203,26,0,1,1,1,0,1,0,0,0,0,0,0.08,0.08,0,0.03,0.01,0.02,0.04,0,0,0.03,14.0,7.0,0,3.0,0,0,1.0,1.0,14.87599829255858,25.044901517887155,0,16.166636474937036,0,0,4.28587755288632,-1.7645397947323098,0.5,0.2857142857142857,0,0.3333333333333333,0,0,1.0,0.0
0x1080ccc0cbc4a3c93def347dff7c5d6e8f1e345a,17,220.73,#377961,$529,38.44,152.41,65.0,0.0,60.09,152.41,4900.0,208.25,-100.0,-5.46,0.0588235294117647,3.8825016523192337,17,0,1,1,1,0,0,0,0,0,0,0,64.6,0,0,0,0,0,0,0,0,0,0,1.0,0,13.0,0,1.0,1.0,1.0,0,-0.06036217303822939,0,-0.4706099927167543,0,-0.1832890190539521,-0.19366952735012502,9.9,0,0.0,0,0.0,0,0.0,0.0,1.0
